zip,neighborhood,licenses_2014_25,provenance
98512,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98498,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
12305,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60025,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
02127,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98499,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98332,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98337,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
08057,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94925,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
32926,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91809,,5,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78205,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85028,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99207,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97058,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60647,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
83814,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98244,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
07310,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55408,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98014,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
20009,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
15001,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55401,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98392,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98383,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95115,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98467,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80221,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
87122,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
08889,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78613,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
32605,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55417,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98402,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97212,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55108,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
46143,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98374,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
27601,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
84774,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97008,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
33604,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78245,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78028,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55117,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98446,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78254,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97203,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78216,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
77539,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
81303,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99026,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
33705,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
53235,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
17517,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97439,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
22102,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98403,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99166,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
87501,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98528,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99816,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91739,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98580,,4,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95678,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98141,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99301,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98174,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98801,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98940,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98140,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94954,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99352,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91354,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78759,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
87121,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
83686,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90065,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98279,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98257,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91801,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
93101,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92270,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98039,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80303,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
45387,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98292,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92128,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
22301,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98380,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94117,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80211,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98120,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
87506,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98586,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
93230,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
08054,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97217,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55391,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92122,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
19125,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85254,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98843,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97213,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
20874,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
83709,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
84105,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
87108,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60622,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98264,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97080,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99354,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
68105,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98664,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
11111,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89703,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94107,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
18401,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78722,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
50401,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78758,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90115,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99328,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98202,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
32210,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95816,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
08512,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95405,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97801,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
44147,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98662,,3,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
04750,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55102,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
72758,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80439,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
87571,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
38112,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98902,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94559,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98047,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94937,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98129,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85018,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94401,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99117,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
11972,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92064,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
37221,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98814,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98179,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99503,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98329,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89178,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98632,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
79912,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
19707,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60189,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
84121,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
66221,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
11218,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
19096,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
65107,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98635,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
24050,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
84790,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94530,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97034,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
93140,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92120,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
04005,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92845,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
43201,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55415,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95120,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98532,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85003,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97239,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98550,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90026,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98291,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92660,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95945,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
06785,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
12498,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
96160,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
19146,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99133,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
22203,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78681,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98277,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
11216,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95621,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
59718,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94705,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
28787,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92868,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90046,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
49546,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
27522,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98253,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97211,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60190,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55447,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90814,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85014,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
40223,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80212,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85050,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98444,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97202,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90034,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80220,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94115,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95608,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80122,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
86303,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
28226,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98328,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
29661,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97756,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94112,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
96734,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60439,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
